path	records	elections	subject	sensitivity	public	note
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukos.sections[].summary[].amountEur	15710	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukos.sections[].summary[].amountLt	15710	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukos.sections[].summary[].label	15710	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukos.sections[].summary[].note	15710	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukos.sections[].title	15710	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].label	997	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].message	989	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].records[].amount	708	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].records[].date	708	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].records[].donor	708	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].records[].incomeSourceCode	708	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].records[].municipality	708	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].records[].notes	708	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].records[].rowNumber	708	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].status	989	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].title	997	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].totals.fiziniu-asmenu	707	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].totals.fiziniu-asmenu-mazos-aukos	707	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].totals.is-ju-grazinta-aukotojui-is-viso	181	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].totals.is-ju-pinigines-aukos-is-viso	707	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].totals.is-ju-savanoriski-darbai-is-viso	412	1	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].totals.is-viso	708	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].totals.juridiniu-asmenu	181	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].totals.juridiniu-asmenu-aukos	707	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].totals.kandidato-nuosavos-lesos	707	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].totals.nepinigines-aukos-is-viso	707	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].totals.pervesta-i-valstybes-biudzeta-is-viso	181	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].totals.politines-partijos-gauti-valstybes-biudzeto-asignavimai-panaudoti-politinei-kampanijai-finansuoti	707	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].totals.politines-partijos-lesos	707	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].aukuIrAukotojuSarasas.sections[].urls[]	997	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].availableTabs[]	782	9	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].availableTabs[].active	1128	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].availableTabs[].label	1128	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].availableTabs[].slug	1128	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].availableTabs[].url	1128	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].campaignKey	20199	32	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].campaignLabel	20199	32	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].campaignUrl	20199	32	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].card.atstovauja	15839	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].card.atstovauja.nuoroda	993	10	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].card.atstovauja.pavadinimas	993	10	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].card.kontaktai	4	1	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].card.kontaktai.el-pastas	16828	14	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].card.kontaktai.telefonas-pasiteirauti	16828	14	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].card.statusas	16832	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].card.title	16832	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].finansavimoAtaskaitos.publisherInfoUrls[]	997	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].finansavimoAtaskaitos.reports[]	511	1	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].finansavimoAtaskaitos.reports[].advertisingAppendixUrls[]	486	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].finansavimoAtaskaitos.reports[].approvedDate	486	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].finansavimoAtaskaitos.reports[].reportUrls[]	486	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].finansavimoAtaskaitos.reports[].rowNumber	486	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].finansavimoAtaskaitos.reports[].status	486	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].finansavimoAtaskaitos[]	961	3	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].finansavimoAtaskaitos[].advertisingAppendixUrls[]	15802	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].finansavimoAtaskaitos[].approvedDate	15802	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].finansavimoAtaskaitos[].reportType	274	3	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].finansavimoAtaskaitos[].reportUrls[]	15802	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].finansavimoAtaskaitos[].rowNumber	15802	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].finansavimoAtaskaitos[].status	15802	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].izdininkas.person.el-pastas	16763	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].izdininkas.person.imones-kodas	16763	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].izdininkas.person.imones-pavadinimas	16763	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].izdininkas.person.telefonas	16763	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].izdininkas.person.vardas-pavarde	16763	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].izdininkas.reports[]	16763	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].participant.decisionNumber	3367	17	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].participant.email	3367	17	third-party	contact	conditional	the campaign's contact line; dropped by the public profile where it repeats the treasurer's or auditor's
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].participant.inquiryPhone	3367	17	third-party	contact	conditional	the campaign's contact line; dropped by the public profile where it repeats the treasurer's or auditor's
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].participant.participantType	3367	17	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].participant.registeredDate	3367	17	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].participant.registrationNote	3367	17	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].participant.status	3367	17	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].participant.title	3367	17	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sectionDescription	3367	17	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sprendimai.records[].date	93	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sprendimai.records[].note	93	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sprendimai.records[].number	93	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sprendimai.records[].rowNumber	93	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sprendimai.records[].title	93	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sprendimai.records[].urls[]	93	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sprendimai.urls[]	93	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sutartys.contracts[]	537	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sutartys.contracts[].agreementDate	460	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sutartys.contracts[].agreementNumber	460	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sutartys.contracts[].counterparty	460	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sutartys.contracts[].rowNumber	460	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sutartys.contracts[].subject	460	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sutartys.contracts[].textAccessNote	460	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sutartys.contracts[].textUrls[]	460	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sutartys[]	3759	13	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sutartys[].agreementDate	13004	11	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sutartys[].agreementNumber	13004	11	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sutartys[].counterparty	13004	11	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sutartys[].rowNumber	13004	11	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sutartys[].subject	13004	11	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sutartys[].textAccessNote	13004	11	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].sutartys[].textUrls[]	13004	11	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[]	782	9	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data	1114	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.blocks[].columns[]	158	11	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.blocks[].rows[][]	158	11	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.blocks[].title	158	11	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.blocks[].urls[]	158	11	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.blocks[].values[]	158	11	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.contracts[]	467	6	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.contracts[].agreementDate	647	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.contracts[].agreementNumber	647	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.contracts[].counterparty	647	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.contracts[].rowNumber	647	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.contracts[].subject	647	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.contracts[].textAccessNote	647	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.contracts[].textUrls[]	647	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.publisherInfoUrls[]	1114	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.reports[]	423	2	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.reports[].advertisingAppendixUrls[]	691	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.reports[].approvedDate	691	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.reports[].reportUrls[]	691	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.reports[].rowNumber	691	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.reports[].status	691	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].label	1128	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].message	1082	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].records[].amount	783	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].records[].date	783	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].records[].donor	783	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].records[].incomeSourceCode	783	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].records[].municipality	783	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].records[].notes	783	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].records[].rowNumber	783	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].status	1082	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
rawData.politinesKampanijosDalyvioDuomenys.campaigns[].tabs[].data.sections[].title	1128	15	candidate	mixed	ship	the campaign pages as published: donors, reports, contracts; see normalized.politines-kampanijos-dalyvio-duomenys
